max_bpm,avg_bpm,resting_bpm,fat_percentage,water_intake (liters)
171,169.0,67.0,14.0,2.6
169,130.0,74.0,25.4,3.3
164,153.0,74.0,15.2,2.3
181,125.0,70.0,23.1,3.3
189,123.0,58.0,32.6,3.5
171,132.0,74.0,13.6,3.7
171,169.0,59.0,17.0,3.5
194,153.0,60.0,27.3,3.0
199,142.0,51.0,17.5,3.4
160,169.0,74.0,19.0,3.3
172,146.0,70.0,23.5,3.2
168,165.0,67.0,25.6,1.5
198,135.0,74.0,23.8,1.6
\n175,131.0,74.0,29.4,3.7
167,167.0,53.0,26.7,2.4
174,130.0,58.0,26.9,3.5
174,139.0,67.0,19.9,2.0
164,136.0,50.0,30.7,3.4
199,,50.0,22.3,2.6
181,158.0,74.0,26.9,1.8
199,144.0,70.0,15.3,
177,163.0,,27.5,3.4
195,132.0,57.0,16.7,3.4
181,122.0,64.0,19.1,3.5
176,162.0,53.0,15.0,3.4
172,120.0,54.0,31.5,2.3
178,120.0,71.0,23.1,1.5
164,161.0,70.0,23.1,3.5
165,156.0,66.0,18.5,3.6
173,166.0,50.0,25.2,1.9
176,126.0,72.0,28.0,3.3
193,153.0,57.0,27.2,2.3
190,132.0,73.0,28.3,1.5
181,,74.0,26.4,1.5
199,163.0,74.0,21.3,2.7
166,149.0,63.0,23.5,3.1
187,153.0,57.0,22.7,1.9
175,120.0,68.0,24.5,3.5
177,127.0,74.0,26.0,3.4
199,161.0,74.0,24.6,3.2
177,131.0,59.0,28.1,2.6
176,156.0,59.0,15.1,3.4
190,169.0,58.0,27.2,3.5
197,120.0,69.0,31.4,2.4
188,168.0,72.0,31.2,1.8
177,163.0,63.0,33.7,3.7
187,145.0,58.0,25.9,2.5
176,137.0,74.0,31.5,
160,152.0,59.0,23.2,1.8
190,131.0,56.0,12.6,3.6
188,141.0,56.0,18.6,1.7
177,137.0,70.0,14.5,1.5
187,156.0,53.0,24.2,3.4
189,120.0,74.0,23.5,2.1
198,135.0,67.0,30.5,1.5
183,130.0,,20.1,1.5
181,133.0,74.0,28.2,2.4
172,122.0,69.0,14.9,2.5
199,139.0,71.0,22.5,3.5
188,143.0,51.0,23.0,3.1
192,131.0,74.0,28.3,1.6
164,153.0,72.0,10.0,1.7
182,169.0,74.0,19.7,3.4
170,163.0,60.0,26.5,2.8
192,153.0,50.0,31.7,1.5
170,166.0,52.0,34.4,1.8
162,160.0,60.0,21.6,2.5
162,138.0,58.0,26.4,1.8
193,128.0,74.0,21.1,2.4
178,127.0,65.0,29.2,3.7
163,150.0,73.0,27.1,2.5
198,132.0,71.0,15.3,2.2
162,140.0,74.0,22.2,2.5
161,142.0,61.0,21.0,3.3
162,169.0,70.0,12.1,1.7
162,150.0,55.0,16.7,3.4
166,169.0,57.0,17.4,2.1
194,141.0,66.0,22.7,2.5
198,120.0,71.0,31.2,3.2
192,132.0,61.0,11.4,1.5
168,149.0,51.0,26.1,2.0
177,169.0,73.0,25.0,3.5
169,141.0,53.0,24.0,2.3
199,129.0,60.0,24.2,1.9
170,123.0,74.0,28.7,3.1
178,146.0,53.0,25.4,2.5
171,128.0,63.0,32.0,2.4
187,141.0,70.0,34.4,2.6
195,158.0,70.0,12.3,3.6
190,150.0,71.0,22.8,3.5
163,151.0,51.0,26.5,1.7
192,169.0,62.0,10.0,3.4
166,149.0,60.0,20.8,
187,123.0,60.0,35.0,1.9
176,158.0,74.0,27.0,2.1
174,131.0,50.0,24.7,2.9
186,143.0,74.0,12.0,3.1
164,144.0,65.0,22.6,3.1
166,127.0,71.0,22.0,2.6
162,169.0,74.0,30.4,3.2
193,120.0,72.0,11.3,2.2
170,130.0,74.0,24.3,1.5
171,164.0,66.0,16.1,2.2
192,122.0,53.0,24.4,2.5
182,139.0,74.0,24.3,3.1
170,162.0,61.0,,2.8
178,131.0,67.0,14.8,2.4
172,120.0,74.0,15.0,3.2
192,128.0,72.0,21.4,3.3
172,152.0,68.0,24.1,2.6
166,151.0,66.0,11.0,3.0
180,155.0,57.0,22.6,3.3
167,144.0,66.0,31.7,2.8
173,133.0,74.0,18.8,2.3
198,167.0,70.0,24.2,2.4
181,128.0,61.0,10.0,2.7
161,133.0,74.0,26.1,2.5
162,136.0,56.0,23.9,3.4
177,129.0,58.0,21.1,3.3
170,124.0,73.0,27.6,3.5
184,133.0,72.0,23.7,2.6
167,145.0,68.0,21.9,3.5
199,138.0,74.0,24.0,3.3
174,160.0,63.0,26.0,3.7
162,169.0,65.0,29.1,2.3
172,,55.0,10.0,2.8
174,166.0,66.0,27.9,3.5
182,140.0,57.0,20.7,3.2
177,154.0,58.0,31.4,3.5
163,140.0,73.0,23.6,3.1
162,169.0,51.0,26.4,3.3
186,137.0,73.0,35.0,2.6
199,145.0,65.0,30.0,3.3
180,136.0,72.0,23.5,1.8
184,142.0,74.0,25.6,1.9
192,158.0,57.0,31.3,3.5
176,138.0,74.0,27.9,2.6
182,155.0,66.0,11.2,2.6
168,135.0,50.0,25.1,2.0
180,156.0,72.0,25.4,3.0
189,128.0,55.0,28.6,3.6
192,169.0,63.0,25.5,2.2
190,129.0,73.0,21.6,2.5
166,161.0,69.0,27.0,3.3
,146.0,54.0,29.9,3.4
198,162.0,56.0,10.1,3.4
181,169.0,71.0,30.6,1.6
173,169.0,51.0,18.9,3.2
172,148.0,61.0,28.9,1.8
187,126.0,71.0,14.7,3.0
186,128.0,50.0,25.2,2.3
,131.0,55.0,19.9,3.7
166,155.0,57.0,10.0,3.2
185,165.0,59.0,27.9,2.0
174,152.0,62.0,23.5,2.1
165,159.0,74.0,28.2,1.6
164,169.0,70.0,23.6,3.7
183,151.0,62.0,22.0,2.7
163,144.0,74.0,26.7,1.7
193,128.0,59.0,17.5,3.7
198,156.0,59.0,24.2,2.8
192,127.0,65.0,22.1,1.8
182,134.0,71.0,29.2,
188,169.0,74.0,23.3,3.2
199,167.0,62.0,21.9,3.4
188,148.0,62.0,16.3,2.2
182,169.0,64.0,31.4,3.1
193,132.0,74.0,28.4,3.4
188,126.0,70.0,17.9,3.4
172,156.0,74.0,23.0,2.0
183,136.0,58.0,23.3,3.6
193,128.0,72.0,26.3,3.4
170,135.0,69.0,23.9,3.1
173,146.0,58.0,21.7,2.1
192,128.0,59.0,28.5,3.2
194,161.0,68.0,28.0,3.5
174,131.0,74.0,22.1,1.9
163,142.0,68.0,24.2,3.7
187,,74.0,26.5,3.1
190,137.0,63.0,26.2,2.6
193,162.0,53.0,26.1,1.5
188,124.0,74.0,24.2,3.3
182,148.0,67.0,23.3,2.8
194,127.0,68.0,27.1,2.1
168,126.0,56.0,23.1,2.1
173,132.0,56.0,30.6,3.4
180,169.0,56.0,27.0,3.0
179,136.0,74.0,22.5,3.4
170,134.0,74.0,11.1,1.5
181,158.0,53.0,22.5,2.2
198,128.0,73.0,27.8,1.5
185,169.0,63.0,25.1,1.7
190,149.0,74.0,16.0,3.5
191,136.0,55.0,20.4,3.6
160,120.0,65.0,27.2,3.3
194,127.0,68.0,30.6,3.5
169,164.0,60.0,24.9,2.2
188,155.0,59.0,24.7,3.3
163,159.0,57.0,27.1,3.3
196,149.0,51.0,29.9,3.2
196,138.0,65.0,16.8,2.6
164,169.0,74.0,28.7,3.3
164,140.0,72.0,28.1,2.6
160,152.0,56.0,19.2,1.8
171,169.0,55.0,31.0,2.5
195,153.0,59.0,24.7,3.4
190,142.0,58.0,18.5,3.1
168,130.0,60.0,22.4,3.1
191,124.0,,31.8,1.8
175,156.0,67.0,24.5,2.5
178,134.0,53.0,24.4,
190,146.0,59.0,21.4,3.3
176,134.0,57.0,27.2,2.7
176,149.0,60.0,27.2,2.1
177,157.0,73.0,10.0,3.5
167,144.0,69.0,16.4,2.5
184,141.0,59.0,10.3,1.5
162,126.0,61.0,22.7,3.3
171,167.0,57.0,10.0,1.8
172,165.0,68.0,15.6,2.7
177,163.0,65.0,21.9,2.8
184,120.0,73.0,25.9,3.3
184,,59.0,23.6,3.3
167,129.0,55.0,33.9,1.6
182,140.0,72.0,33.4,1.5
198,169.0,65.0,26.4,3.2
188,129.0,59.0,27.6,3.4
173,127.0,72.0,24.0,3.3
192,148.0,72.0,26.3,3.4
192,,53.0,25.3,3.5
166,169.0,57.0,17.1,3.6
194,135.0,55.0,27.1,3.6
176,138.0,66.0,23.0,3.6
162,163.0,74.0,19.4,2.0
173,134.0,58.0,27.7,3.7
164,169.0,54.0,32.6,2.9
188,129.0,67.0,28.4,2.5
180,152.0,73.0,32.9,1.7
184,156.0,52.0,14.7,1.5
